Quarter Ending ,HSCTrust,Specialty,Programme of Care,0 - 6 weeks,> 6 - 13 weeks,> 13 - 21 weeks,> 21 - 26 weeks,> 26 weeks,>26-52 weeks,>52 weeks,> 26-30 weeks,> 30 weeks,>30-36 weeks,> 26 - 36 weeks,> 36 weeks,Total,,
31-Dec-2010,South Eastern,General Surgery,Acute Services,709,459,139,29,--,,,--,--,--,28,6,"1,370",,
31-Dec-2010,South Eastern,Urology,Acute Services,293,122,42,5,--,,,--,--,--,9,0,471,,
31-Dec-2010,South Eastern,T & O Surgery,Acute Services,36,16,0,0,--,,,--,--,--,0,0,52,,
31-Dec-2010,South Eastern,ENT,Acute Services,77,61,3,0,--,,,--,--,--,0,0,141,,
31-Dec-2010,South Eastern,Ophthalmology,Acute Services,84,24,0,0,--,,,--,--,--,0,0,108,,
31-Dec-2010,South Eastern,Oral Surgery,Acute Services,55,52,14,2,--,,,--,--,--,3,0,126,,
31-Dec-2010,South Eastern,Plastic Surgery,Acute Services,208,216,92,53,--,,,--,--,--,142,372,"1,083",,
31-Dec-2010,South Eastern,Paediatric Surgery,Acute Services,50,58,4,0,--,,,--,--,--,0,0,112,,
31-Dec-2010,South Eastern,Pain Management,Acute Services,34,34,2,0,--,,,--,--,--,0,0,70,,
31-Dec-2010,South Eastern,General Medicine,Acute Services,296,263,124,22,--,,,--,--,--,3,0,708,,
31-Dec-2010,South Eastern,Gastroenterology,Acute Services,47,11,7,0,--,,,--,--,--,1,0,66,,
31-Dec-2010,South Eastern,Haematology (Clinical),Acute Services,3,0,0,0,--,,,--,--,--,0,0,3,,
31-Dec-2010,South Eastern,Cardiology,Acute Services,60,53,39,7,--,,,--,--,--,4,3,166,,
31-Dec-2010,South Eastern,Dermatology,Acute Services,35,66,57,17,--,,,--,--,--,18,0,193,,
31-Dec-2010,South Eastern,Paediatrics,Acute Services,39,2,0,0,--,,,--,--,--,0,0,41,,
31-Dec-2010,South Eastern,Gynaecology,Acute Services,277,280,111,12,--,,,--,--,--,18,17,715,,
31-Dec-2010,South Eastern,GP Other,Acute Services,27,1,0,0,--,,,--,--,--,0,0,28,,
31-Dec-2010,South Eastern,Clinical Oncology,Acute Services,1,0,0,0,--,,,--,--,--,0,0,1,,
31-Dec-2010,South Eastern,Geriatric Medicine,Elderly Care,46,1,1,0,--,,,--,--,--,0,0,48,,
31-Dec-2010,Southern,General Surgery,Acute Services,942,857,410,119,--,,,--,--,--,351,228,"2,907",,
31-Dec-2010,Southern,Urology,Acute Services,226,215,154,71,--,,,--,--,--,88,105,859,,
31-Dec-2010,Southern,T & O Surgery,Acute Services,123,142,103,37,--,,,--,--,--,14,0,419,,
31-Dec-2010,Southern,ENT,Acute Services,282,208,3,0,--,,,--,--,--,0,0,493,,
31-Dec-2010,Southern,Ophthalmology,Acute Services,71,76,3,0,--,,,--,--,--,0,0,150,,
31-Dec-2010,Southern,Oral Surgery,Acute Services,48,9,6,0,--,,,--,--,--,0,0,63,,
31-Dec-2010,Southern,Paediatric Dentistry,Acute Services,4,2,0,0,--,,,--,--,--,0,0,6,,
31-Dec-2010,Southern,Pain Management,Acute Services,77,102,79,45,--,,,--,--,--,36,0,339,,
31-Dec-2010,Southern,General Medicine,Acute Services,3,0,0,0,--,,,--,--,--,2,1,6,,
31-Dec-2010,Southern,Gastroenterology,Acute Services,250,207,192,82,--,,,--,--,--,166,55,952,,
31-Dec-2010,Southern,Haematology (Clinical),Acute Services,8,0,0,0,--,,,--,--,--,0,0,8,,
31-Dec-2010,Southern,Cardiology,Acute Services,215,255,147,95,--,,,--,--,--,96,34,842,,
31-Dec-2010,Southern,Dermatology,Acute Services,52,61,0,0,--,,,--,--,--,0,0,113,,
31-Dec-2010,Southern,Thoracic Medicine,Acute Services,12,0,0,0,--,,,--,--,--,0,0,12,,
31-Dec-2010,Southern,Neurology,Acute Services,2,0,0,0,--,,,--,--,--,0,0,2,,
31-Dec-2010,Southern,Rheumatology,Acute Services,120,197,195,90,--,,,--,--,--,194,34,830,,
31-Dec-2010,Southern,Paediatrics,Acute Services,1,1,1,0,--,,,--,--,--,0,0,3,,
31-Dec-2010,Southern,Gynaecology,Acute Services,266,177,27,1,--,,,--,--,--,0,0,471,,
31-Dec-2010,Southern,GP Other,Acute Services,70,8,2,3,--,,,--,--,--,0,0,83,,
31-Dec-2010,Southern,Clinical Oncology,Acute Services,2,0,0,0,--,,,--,--,--,0,0,2,,
31-Dec-2010,Western,General Surgery,Acute Services,699,521,287,93,--,,,--,--,--,153,106,"1,859",,
31-Dec-2010,Western,Urology,Acute Services,208,177,80,39,--,,,--,--,--,62,74,640,,
31-Dec-2010,Western,T & O Surgery,Acute Services,285,509,255,111,--,,,--,--,--,162,210,"1,532",,
31-Dec-2010,Western,ENT,Acute Services,205,160,85,28,--,,,--,--,--,29,28,535,,
31-Dec-2010,Western,Ophthalmology,Acute Services,363,282,23,5,--,,,--,--,--,1,0,674,,
31-Dec-2010,Western,Oral Surgery,Acute Services,246,95,15,4,--,,,--,--,--,6,1,367,,
31-Dec-2010,Western,Pain Management,Acute Services,65,53,31,9,--,,,--,--,--,1,0,159,,
31-Dec-2010,Western,General Medicine,Acute Services,790,711,533,135,--,,,--,--,--,10,4,"2,183",,
31-Dec-2010,Western,Cardiology,Acute Services,49,48,8,0,--,,,--,--,--,0,0,105,,
31-Dec-2010,Western,Nephrology,Acute Services,2,0,0,0,--,,,--,--,--,0,0,2,,
31-Dec-2010,Western,Paediatrics,Acute Services,4,3,0,0,--,,,--,--,--,1,1,9,,
31-Dec-2010,Western,Gynaecology,Acute Services,201,222,97,32,--,,,--,--,--,19,4,575,,
31-Dec-2010,Western,GP Other,Acute Services,50,4,0,0,--,,,--,--,--,0,0,54,,
31-Dec-2010,Western,Obstetrics,Maternity & Child Health,0,1,0,0,--,,,--,--,--,0,0,1,,
31-Mar-2011,Belfast,General Surgery,Acute Services,931,728,510,262,--,,,--,--,--,237,0,"2,668",,
31-Mar-2011,Belfast,Urology,Acute Services,711,644,493,272,--,,,--,--,--,287,46,"2,453",,
31-Mar-2011,Belfast,T & O Surgery,Acute Services,905,"2,127","1,388",425,--,,,--,--,--,532,94,"5,471",,
31-Mar-2011,Belfast,ENT,Acute Services,468,551,466,99,--,,,--,--,--,18,3,"1,605",,
31-Mar-2011,Belfast,Ophthalmology,Acute Services,955,"1,300",527,58,--,,,--,--,--,33,3,"2,876",,
31-Mar-2011,Belfast,Oral Surgery,Acute Services,46,21,51,33,--,,,--,--,--,15,0,166,,
31-Mar-2011,Belfast,Paediatric Dentistry,Acute Services,28,30,18,4,--,,,--,--,--,0,0,80,,
31-Mar-2011,Belfast,Neurosurgery,Acute Services,78,65,33,13,--,,,--,--,--,16,6,211,,
31-Mar-2011,Belfast,Plastic Surgery,Acute Services,83,104,85,42,--,,,--,--,--,58,147,519,,
31-Mar-2011,Belfast,Cardiac Surgery,Acute Services,92,92,89,44,--,,,--,--,--,0,0,317,,
31-Mar-2011,Belfast,Paediatric Surgery,Acute Services,83,75,62,44,--,,,--,--,--,31,7,302,,
31-Mar-2011,Belfast,Thoracic Surgery,Acute Services,38,14,19,8,--,,,--,--,--,6,0,85,,
31-Mar-2011,Belfast,Pain Management,Acute Services,83,173,200,118,--,,,--,--,--,179,72,825,,
31-Mar-2011,Belfast,General Medicine,Acute Services,392,348,257,122,--,,,--,--,--,93,0,"1,212",,
31-Mar-2011,Belfast,Gastroenterology,Acute Services,493,396,206,144,--,,,--,--,--,66,0,"1,305",,
31-Mar-2011,Belfast,Endocrinology,Acute Services,9,2,0,0,--,,,--,--,--,0,0,11,,
31-Mar-2011,Belfast,Rehabilitation,Acute Services,1,0,0,0,--,,,--,--,--,0,0,1,,
31-Mar-2011,Belfast,Cardiology,Acute Services,350,233,29,20,--,,,--,--,--,13,1,646,,
31-Mar-2011,Belfast,Dermatology,Acute Services,27,14,9,1,--,,,--,--,--,0,0,51,,
31-Mar-2011,Belfast,Thoracic Medicine,Acute Services,5,0,0,0,--,,,--,--,--,0,0,5,,
31-Mar-2011,Belfast,Nephrology,Acute Services,17,21,0,3,--,,,--,--,--,0,1,42,,
31-Mar-2011,Belfast,Neurology,Acute Services,36,32,19,7,--,,,--,--,--,23,78,195,,
31-Mar-2011,Belfast,Rheumatology,Acute Services,4,55,13,0,--,,,--,--,--,0,2,74,,
31-Mar-2011,Belfast,Paediatrics,Acute Services,14,9,0,1,--,,,--,--,--,0,0,24,,
31-Mar-2011,Belfast,Gynaecology,Acute Services,340,309,233,51,--,,,--,--,--,44,0,977,,
31-Mar-2011,Belfast,Mental Illness,Mental Health,0,1,0,0,--,,,--,--,--,0,0,1,,
31-Mar-2011,Belfast,Radiology,Acute Services,12,8,0,0,--,,,--,--,--,0,0,20,,
31-Mar-2011,Northern,General Surgery,Acute Services,"1,122",801,451,176,--,,,--,--,--,100,0,"2,650",,
31-Mar-2011,Northern,Urology,Acute Services,221,184,116,43,--,,,--,--,--,58,0,622,,
31-Mar-2011,Northern,ENT,Acute Services,223,143,67,0,--,,,--,--,--,0,0,433,,
31-Mar-2011,Northern,Ophthalmology,Acute Services,5,17,3,1,--,,,--,--,--,0,0,26,,
31-Mar-2011,Northern,Oral Surgery,Acute Services,1,10,5,1,--,,,--,--,--,0,0,17,,
31-Mar-2011,Northern,Paediatric Dentistry,Acute Services,58,4,0,0,--,,,--,--,--,0,0,62,,
31-Mar-2011,Northern,Anaesthetics,Acute Services,4,24,0,0,--,,,--,--,--,0,0,28,,
31-Mar-2011,Northern,Pain Management,Acute Services,62,81,33,0,--,,,--,--,--,0,0,176,,
31-Mar-2011,Northern,General Medicine,Acute Services,208,105,91,57,--,,,--,--,--,41,0,502,,
31-Mar-2011,Northern,Gastroenterology,Acute Services,593,404,203,91,--,,,--,--,--,121,0,"1,412",,
31-Mar-2011,Northern,Dermatology,Acute Services,40,17,0,0,--,,,--,--,--,0,0,57,,
31-Mar-2011,Northern,Thoracic Medicine,Acute Services,1,0,0,0,--,,,--,--,--,0,0,1,,
31-Mar-2011,Northern,Gynaecology,Acute Services,364,356,201,75,--,,,--,--,--,0,0,996,,
31-Mar-2011,Northern,GP Other,Acute Services,69,7,0,1,--,,,--,--,--,1,0,78,,
31-Mar-2011,South Eastern,General Surgery,Acute Services,607,331,142,46,--,,,--,--,--,43,24,"1,193",,
31-Mar-2011,South Eastern,Urology,Acute Services,344,167,74,12,--,,,--,--,--,3,0,600,,
31-Mar-2011,South Eastern,T & O Surgery,Acute Services,16,3,0,0,--,,,--,--,--,0,0,19,,
31-Mar-2011,South Eastern,ENT,Acute Services,59,141,29,1,--,,,--,--,--,0,0,230,,
31-Mar-2011,South Eastern,Ophthalmology,Acute Services,140,109,0,0,--,,,--,--,--,0,0,249,,
31-Mar-2011,South Eastern,Oral Surgery,Acute Services,56,33,17,15,--,,,--,--,--,0,0,121,,
31-Mar-2011,South Eastern,Neurosurgery,Acute Services,0,1,0,0,--,,,--,--,--,0,0,1,,
31-Mar-2011,South Eastern,Plastic Surgery,Acute Services,215,157,110,105,--,,,--,--,--,102,504,"1,193",,
31-Mar-2011,South Eastern,Paediatric Surgery,Acute Services,20,38,26,0,--,,,--,--,--,0,0,84,,
31-Mar-2011,South Eastern,Pain Management,Acute Services,27,34,0,0,--,,,--,--,--,0,0,61,,
31-Mar-2011,South Eastern,General Medicine,Acute Services,434,212,32,13,--,,,--,--,--,3,0,694,,
31-Mar-2011,South Eastern,Gastroenterology,Acute Services,38,24,0,0,--,,,--,--,--,0,0,62,,
31-Mar-2011,South Eastern,Haematology (Clinical),Acute Services,2,0,0,0,--,,,--,--,--,0,0,2,,
31-Mar-2011,South Eastern,Cardiology,Acute Services,65,57,36,18,--,,,--,--,--,1,0,177,,
31-Mar-2011,South Eastern,Dermatology,Acute Services,107,44,2,0,--,,,--,--,--,0,0,153,,
31-Mar-2011,South Eastern,Paediatrics,Acute Services,17,2,0,0,--,,,--,--,--,0,0,19,,
31-Mar-2011,South Eastern,Geriatric Medicine,Elderly Care,16,0,0,0,--,,,--,--,--,0,0,16,,
31-Mar-2011,South Eastern,Gynaecology,Acute Services,266,205,146,53,--,,,--,--,--,33,28,731,,
31-Mar-2011,South Eastern,GP Other,Acute Services,14,0,0,0,--,,,--,--,--,0,0,14,,
31-Mar-2011,South Eastern,Clinical Oncology,Acute Services,7,0,0,0,--,,,--,--,--,0,0,7,,
31-Mar-2011,Southern,General Surgery,Acute Services,"1,068","1,084",618,207,--,,,--,--,--,270,0,"3,247",,
31-Mar-2011,Southern,Urology,Acute Services,207,212,221,93,--,,,--,--,--,109,3,845,,
31-Mar-2011,Southern,T & O Surgery,Acute Services,161,189,111,42,--,,,--,--,--,40,0,543,,
31-Mar-2011,Southern,ENT,Acute Services,263,223,0,0,--,,,--,--,--,0,0,486,,
31-Mar-2011,Southern,Ophthalmology,Acute Services,139,67,0,0,--,,,--,--,--,0,0,206,,
31-Mar-2011,Southern,Oral Surgery,Acute Services,29,16,0,0,--,,,--,--,--,0,0,45,,
31-Mar-2011,Southern,Pain Management,Acute Services,69,100,93,55,--,,,--,--,--,60,0,377,,
31-Mar-2011,Southern,General Medicine,Acute Services,7,3,0,0,--,,,--,--,--,0,0,10,,
31-Mar-2011,Southern,Gastroenterology,Acute Services,245,179,166,98,--,,,--,--,--,172,0,860,,
31-Mar-2011,Southern,Haematology (Clinical),Acute Services,21,1,0,0,--,,,--,--,--,0,0,22,,
31-Mar-2011,Southern,Cardiology,Acute Services,297,223,128,54,--,,,--,--,--,6,0,708,,
31-Mar-2011,Southern,Dermatology,Acute Services,72,26,0,0,--,,,--,--,--,0,0,98,,
31-Mar-2011,Southern,Thoracic Medicine,Acute Services,2,0,0,0,--,,,--,--,--,0,0,2,,
31-Mar-2011,Southern,Neurology,Acute Services,0,4,0,0,--,,,--,--,--,0,0,4,,
31-Mar-2011,Southern,Rheumatology,Acute Services,247,208,154,55,--,,,--,--,--,6,0,670,,
31-Mar-2011,Southern,Paediatrics,Acute Services,5,2,0,0,--,,,--,--,--,0,0,7,,
31-Mar-2011,Southern,Gynaecology,Acute Services,318,191,0,0,--,,,--,--,--,1,0,510,,
31-Mar-2011,Southern,GP Other,Acute Services,63,9,0,0,--,,,--,--,--,0,0,72,,
31-Mar-2011,Southern,Clinical Oncology,Acute Services,6,0,0,0,--,,,--,--,--,0,0,6,,
31-Mar-2011,Western,General Surgery,Acute Services,"1,103",642,463,139,--,,,--,--,--,58,37,"2,442",,
31-Mar-2011,Western,Urology,Acute Services,250,151,136,45,--,,,--,--,--,58,80,720,,
31-Mar-2011,Western,T & O Surgery,Acute Services,342,335,297,207,--,,,--,--,--,280,104,"1,565",,
31-Mar-2011,Western,ENT,Acute Services,243,193,28,15,--,,,--,--,--,11,21,511,,
31-Mar-2011,Western,Ophthalmology,Acute Services,427,304,15,1,--,,,--,--,--,0,0,747,,
31-Mar-2011,Western,Oral Surgery,Acute Services,335,89,32,8,--,,,--,--,--,0,0,464,,
31-Mar-2011,Western,Pain Management,Acute Services,68,57,0,0,--,,,--,--,--,0,0,125,,
31-Mar-2011,Western,General Medicine,Acute Services,792,634,363,99,--,,,--,--,--,22,0,"1,910",,
31-Mar-2011,Western,Cardiology,Acute Services,39,17,0,0,--,,,--,--,--,0,0,56,,
31-Mar-2011,Western,Paediatrics,Acute Services,9,3,0,0,--,,,--,--,--,0,0,12,,
31-Mar-2011,Western,Gynaecology,Acute Services,285,195,147,48,--,,,--,--,--,11,0,686,,
31-Mar-2011,Western,GP Other,Acute Services,92,4,0,0,--,,,--,--,--,0,0,96,,
30-Jun-2011,Belfast,General Surgery,Acute Services,934,644,589,219,--,,,--,--,--,315,137,"2,838",,
30-Jun-2011,Belfast,Urology,Acute Services,719,433,437,254,--,,,--,--,--,395,241,"2,479",,
30-Jun-2011,Belfast,T & O Surgery,Acute Services,"1,486","1,755","1,385",603,--,,,--,--,--,429,90,"5,748",,
30-Jun-2011,Belfast,ENT,Acute Services,487,461,474,134,--,,,--,--,--,70,2,"1,628",,
30-Jun-2011,Belfast,Ophthalmology,Acute Services,997,"1,182","1,114",171,--,,,--,--,--,60,2,"3,526",,
30-Jun-2011,Belfast,Oral Surgery,Acute Services,51,28,36,11,--,,,--,--,--,42,8,176,,
30-Jun-2011,Belfast,Paediatric Dentistry,Acute Services,23,11,23,8,--,,,--,--,--,0,0,65,,
30-Jun-2011,Belfast,Neurosurgery,Acute Services,108,61,35,7,--,,,--,--,--,20,16,247,,
30-Jun-2011,Belfast,Plastic Surgery,Acute Services,121,86,75,30,--,,,--,--,--,65,171,548,,
30-Jun-2011,Belfast,Cardiac Surgery,Acute Services,112,129,71,21,--,,,--,--,--,5,0,338,,
30-Jun-2011,Belfast,Paediatric Surgery,Acute Services,88,85,82,39,--,,,--,--,--,36,10,340,,
30-Jun-2011,Belfast,Thoracic Surgery,Acute Services,44,15,18,10,--,,,--,--,--,16,1,104,,
30-Jun-2011,Belfast,Pain Management,Acute Services,138,178,163,83,--,,,--,--,--,156,121,839,,
30-Jun-2011,Belfast,General Medicine,Acute Services,326,309,352,167,--,,,--,--,--,208,118,"1,480",,
30-Jun-2011,Belfast,Gastroenterology,Acute Services,621,321,261,105,--,,,--,--,--,121,20,"1,449",,
30-Jun-2011,Belfast,Endocrinology,Acute Services,24,4,1,0,--,,,--,--,--,0,0,29,,
30-Jun-2011,Belfast,Cardiology,Acute Services,372,231,134,39,--,,,--,--,--,26,2,804,,
30-Jun-2011,Belfast,Dermatology,Acute Services,30,10,7,0,--,,,--,--,--,0,0,47,,
30-Jun-2011,Belfast,Thoracic Medicine,Acute Services,2,1,2,0,--,,,--,--,--,0,0,5,,
30-Jun-2011,Belfast,Nephrology,Acute Services,28,8,0,2,--,,,--,--,--,0,3,41,,
30-Jun-2011,Belfast,Neurology,Acute Services,41,23,17,10,--,,,--,--,--,17,94,202,,
30-Jun-2011,Belfast,Rheumatology,Acute Services,66,17,3,0,--,,,--,--,--,6,0,92,,
30-Jun-2011,Belfast,Paediatrics,Acute Services,9,14,1,0,--,,,--,--,--,0,0,24,,
30-Jun-2011,Belfast,Geriatric Medicine,Elderly Care,2,0,0,0,--,,,--,--,--,0,0,2,,
30-Jun-2011,Belfast,Gynaecology,Acute Services,380,279,178,46,--,,,--,--,--,40,0,923,,
30-Jun-2011,Belfast,Mental Illness,Mental Health,1,0,0,0,--,,,--,--,--,0,0,1,,
30-Jun-2011,Belfast,Child & Adolescent Psychiatry,Mental Health,6,0,0,0,--,,,--,--,--,0,0,6,,
30-Jun-2011,Belfast,Radiology,Acute Services,10,5,8,3,--,,,--,--,--,0,0,26,,
30-Jun-2011,Northern,General Surgery,Acute Services,"1,191",667,468,174,--,,,--,--,--,170,27,"2,697",,
30-Jun-2011,Northern,Urology,Acute Services,265,155,115,70,--,,,--,--,--,61,6,672,,
30-Jun-2011,Northern,ENT,Acute Services,238,127,86,7,--,,,--,--,--,2,0,460,,
30-Jun-2011,Northern,Ophthalmology,Acute Services,13,19,9,0,--,,,--,--,--,0,0,41,,
30-Jun-2011,Northern,Oral Surgery,Acute Services,0,9,0,3,--,,,--,--,--,0,0,12,,
30-Jun-2011,Northern,Anaesthetics,Acute Services,0,2,0,0,--,,,--,--,--,0,0,2,,
30-Jun-2011,Northern,Pain Management,Acute Services,112,89,73,17,--,,,--,--,--,0,0,291,,
30-Jun-2011,Northern,General Medicine,Acute Services,70,49,104,69,--,,,--,--,--,94,35,421,,
30-Jun-2011,Northern,Gastroenterology,Acute Services,569,352,259,111,--,,,--,--,--,35,10,"1,336",,
30-Jun-2011,Northern,Cardiology,Acute Services,29,14,7,7,--,,,--,--,--,1,0,58,,
30-Jun-2011,Northern,Dermatology,Acute Services,40,23,0,0,--,,,--,--,--,0,0,63,,
30-Jun-2011,Northern,Gynaecology,Acute Services,354,307,250,85,--,,,--,--,--,19,0,"1,015",,
30-Jun-2011,Northern,GP Other,Acute Services,0,0,0,1,--,,,--,--,--,0,1,2,,
30-Jun-2011,Northern,Other,Acute Services,77,18,0,0,--,,,--,--,--,0,0,95,,
30-Jun-2011,South Eastern,General Surgery,Acute Services,682,284,148,46,--,,,--,--,--,53,62,"1,275",,
30-Jun-2011,South Eastern,Urology,Acute Services,277,140,80,13,--,,,--,--,--,10,0,520,,
30-Jun-2011,South Eastern,T & O Surgery,Acute Services,17,3,2,2,--,,,--,--,--,0,0,24,,
30-Jun-2011,South Eastern,ENT,Acute Services,83,115,111,5,--,,,--,--,--,1,1,316,,
30-Jun-2011,South Eastern,Ophthalmology,Acute Services,160,174,39,0,--,,,--,--,--,0,0,373,,
30-Jun-2011,South Eastern,Oral Surgery,Acute Services,73,26,13,4,--,,,--,--,--,13,8,137,,
30-Jun-2011,South Eastern,Plastic Surgery,Acute Services,242,123,94,80,--,,,--,--,--,126,631,"1,296",,
30-Jun-2011,South Eastern,Paediatric Surgery,Acute Services,23,19,7,0,--,,,--,--,--,1,0,50,,
30-Jun-2011,South Eastern,Pain Management,Acute Services,27,11,0,0,--,,,--,--,--,0,2,40,,
30-Jun-2011,South Eastern,General Medicine,Acute Services,384,170,40,3,--,,,--,--,--,4,0,601,,
30-Jun-2011,South Eastern,Gastroenterology,Acute Services,80,31,31,0,--,,,--,--,--,0,0,142,,
30-Jun-2011,South Eastern,Haematology (Clinical),Acute Services,1,0,0,0,--,,,--,--,--,0,0,1,,
30-Jun-2011,South Eastern,Cardiology,Acute Services,64,28,32,19,--,,,--,--,--,21,3,167,,
30-Jun-2011,South Eastern,Dermatology,Acute Services,56,14,7,0,--,,,--,--,--,0,0,77,,
30-Jun-2011,South Eastern,Paediatrics,Acute Services,14,0,1,0,--,,,--,--,--,0,0,15,,
30-Jun-2011,South Eastern,Geriatric Medicine,Elderly Care,19,1,0,0,--,,,--,--,--,0,0,20,,
30-Jun-2011,South Eastern,Gynaecology,Acute Services,236,203,124,37,--,,,--,--,--,78,53,731,,
30-Jun-2011,South Eastern,GP Other,Acute Services,21,1,0,0,--,,,--,--,--,0,0,22,,
30-Jun-2011,South Eastern,Clinical Oncology,Acute Services,3,0,0,0,--,,,--,--,--,0,0,3,,
30-Jun-2011,Southern,General Surgery,Acute Services,994,868,718,352,--,,,--,--,--,402,228,"3,562",,
30-Jun-2011,Southern,Urology,Acute Services,227,224,291,97,--,,,--,--,--,203,99,"1,141",,
30-Jun-2011,Southern,T & O Surgery,Acute Services,129,145,307,61,--,,,--,--,--,43,5,690,,
30-Jun-2011,Southern,ENT,Acute Services,262,259,4,1,--,,,--,--,--,0,0,526,,
30-Jun-2011,Southern,Ophthalmology,Acute Services,90,64,14,0,--,,,--,--,--,0,0,168,,
30-Jun-2011,Southern,Oral Surgery,Acute Services,29,23,7,0,--,,,--,--,--,0,0,59,,
30-Jun-2011,Southern,Pain Management,Acute Services,66,109,72,53,--,,,--,--,--,64,0,364,,
30-Jun-2011,Southern,General Medicine,Acute Services,8,1,1,0,--,,,--,--,--,0,1,11,,
30-Jun-2011,Southern,Gastroenterology,Acute Services,274,153,135,100,--,,,--,--,--,185,172,"1,019",,
30-Jun-2011,Southern,Haematology (Clinical),Acute Services,11,3,0,0,--,,,--,--,--,0,0,14,,
30-Jun-2011,Southern,Cardiology,Acute Services,279,220,262,85,--,,,--,--,--,10,0,856,,
30-Jun-2011,Southern,Dermatology,Acute Services,95,41,0,0,--,,,--,--,--,0,0,136,,
30-Jun-2011,Southern,Thoracic Medicine,Acute Services,1,0,1,0,--,,,--,--,--,0,0,2,,
30-Jun-2011,Southern,Neurology,Acute Services,8,6,0,0,--,,,--,--,--,0,0,14,,
30-Jun-2011,Southern,Rheumatology,Acute Services,187,249,171,22,--,,,--,--,--,5,1,635,,
30-Jun-2011,Southern,Paediatrics,Acute Services,0,1,0,0,--,,,--,--,--,0,0,1,,
30-Jun-2011,Southern,Gynaecology,Acute Services,253,191,20,2,--,,,--,--,--,0,0,466,,
30-Jun-2011,Southern,GP Other,Acute Services,84,10,2,1,--,,,--,--,--,0,0,97,,
30-Jun-2011,Southern,Clinical Oncology,Acute Services,6,0,0,0,--,,,--,--,--,0,0,6,,
30-Jun-2011,Western,General Surgery,Acute Services,840,637,824,206,--,,,--,--,--,283,109,"2,899",,
30-Jun-2011,Western,Urology,Acute Services,225,137,127,64,--,,,--,--,--,147,140,840,,
30-Jun-2011,Western,T & O Surgery,Acute Services,407,347,304,172,--,,,--,--,--,276,206,"1,712",,
30-Jun-2011,Western,ENT,Acute Services,259,179,78,14,--,,,--,--,--,13,23,566,,
30-Jun-2011,Western,Ophthalmology,Acute Services,342,285,107,9,--,,,--,--,--,0,0,743,,
30-Jun-2011,Western,Oral Surgery,Acute Services,262,80,26,10,--,,,--,--,--,2,0,380,,
30-Jun-2011,Western,Pain Management,Acute Services,76,57,8,6,--,,,--,--,--,0,0,147,,
30-Jun-2011,Western,General Medicine,Acute Services,858,569,396,0,--,,,--,--,--,0,0,"1,823",,
30-Jun-2011,Western,Cardiology,Acute Services,35,24,0,0,--,,,--,--,--,0,0,59,,
30-Jun-2011,Western,Paediatrics,Acute Services,7,5,0,0,--,,,--,--,--,0,0,12,,
30-Jun-2011,Western,Gynaecology,Acute Services,277,206,128,37,--,,,--,--,--,39,0,687,,
30-Jun-2011,Western,GP Other,Acute Services,70,2,0,0,--,,,--,--,--,0,0,72,,
30-Sep-2011,Belfast,General Surgery,Acute Services,895,660,638,249,--,,,--,--,--,340,168,"2,950",,
30-Sep-2011,Belfast,Urology,Acute Services,669,436,333,163,--,,,--,--,--,431,445,"2,477",,
30-Sep-2011,Belfast,T & O Surgery,Acute Services,383,"1,109","1,562",727,--,,,--,--,--,926,218,"4,925",,
30-Sep-2011,Belfast,ENT,Acute Services,317,355,555,196,--,,,--,--,--,106,1,"1,530",,
30-Sep-2011,Belfast,Ophthalmology,Acute Services,628,"1,011","1,297",411,--,,,--,--,--,143,34,"3,524",,
30-Sep-2011,Belfast,Oral Surgery,Acute Services,67,63,20,6,--,,,--,--,--,14,13,183,,
30-Sep-2011,Belfast,Paediatric Dentistry,Acute Services,10,15,22,7,--,,,--,--,--,12,0,66,,
30-Sep-2011,Belfast,Neurosurgery,Acute Services,84,73,46,8,--,,,--,--,--,17,11,239,,
30-Sep-2011,Belfast,Plastic Surgery,Acute Services,102,81,94,34,--,,,--,--,--,40,207,558,,
30-Sep-2011,Belfast,Cardiac Surgery,Acute Services,102,84,107,31,--,,,--,--,--,3,0,327,,
30-Sep-2011,Belfast,Paediatric Surgery,Acute Services,70,80,72,39,--,,,--,--,--,38,4,303,,
30-Sep-2011,Belfast,Thoracic Surgery,Acute Services,42,25,24,13,--,,,--,--,--,24,11,139,,
30-Sep-2011,Belfast,Pain Management,Acute Services,112,198,209,101,--,,,--,--,--,157,148,925,,
30-Sep-2011,Belfast,General Medicine,Acute Services,505,242,250,121,--,,,--,--,--,295,81,"1,494",,
30-Sep-2011,Belfast,Gastroenterology,Acute Services,623,235,161,88,--,,,--,--,--,185,13,"1,305",,
