Quarter Ending ,HSC Trust,Specialty,Programme of Care,0 - 6 weeks,> 6 - 9 weeks,> 9 - 13 weeks,> 9 - 12 weeks,> 12-15 weeks,> 15-18 weeks,>18-26 weeks,>26-39 weeks,>39-52 weeks,>52-65 weeks,>65-78 weeks,>78-91 weeks,>91-104 weeks,>104 weeks,>18 weeks,>18-52 weeks,> 13 - 26 weeks,>52 weeks,> 26 weeks,Total Waiting 
31-Mar-2010,Western,T & O Surgery,Acute Services,"1,057",213,1,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,"1,271"
31-Mar-2010,Western,ENT,Acute Services,"1,227",230,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,"1,457"
31-Mar-2010,Western,Ophthalmology,Acute Services,"1,336",271,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,"1,607"
31-Mar-2010,Western,Oral Surgery,Acute Services,613,86,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,699
31-Mar-2010,Western,Orthodontics,Acute Services,69,11,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,80
31-Mar-2010,Western,Pain Management,Acute Services,126,24,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,150
31-Mar-2010,Western,General Medicine,Acute Services,785,203,1,--,--,--,--,--,--,--,--,--,--,--,--,--,1,--,0,990
31-Mar-2010,Western,Haematology (Clinical),Acute Services,41,11,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,52
31-Mar-2010,Western,Palliative Medicine,Acute Services,18,3,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,21
31-Mar-2010,Western,Cardiology,Acute Services,285,96,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,381
31-Mar-2010,Western,Dermatology,Acute Services,688,49,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,737
31-Mar-2010,Western,Genito-Urinary Medicine,Acute Services,61,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,61
31-Mar-2010,Western,Nephrology,Acute Services,29,8,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,37
31-Mar-2010,Western,Neurology,Acute Services,381,60,3,--,--,--,--,--,--,--,--,--,--,--,--,--,2,--,0,446
31-Mar-2010,Western,Rheumatology,Acute Services,234,48,4,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,286
31-Mar-2010,Western,Paediatrics,Acute Services,361,139,65,--,--,--,--,--,--,--,--,--,--,--,--,--,105,--,0,670
31-Mar-2010,Western,Geriatric Medicine,Elderly Care,61,10,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,71
31-Mar-2010,Western,Gynaecology,Acute Services,836,206,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,"1,042"
31-Mar-2010,Western,Learning Disability,Learning Disability,9,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,9
31-Mar-2010,Western,Chemical Pathology,Acute Services,13,7,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,20
30-Jun-2010,Belfast,General Surgery,Acute Services,"2,269",610,15,--,--,--,--,--,--,--,--,--,--,--,--,--,19,--,0,"2,913"
30-Jun-2010,Belfast,Urology,Acute Services,565,229,248,--,--,--,--,--,--,--,--,--,--,--,--,--,207,--,0,"1,249"
30-Jun-2010,Belfast,T & O Surgery,Acute Services,"4,210","1,587","1,623",--,--,--,--,--,--,--,--,--,--,--,--,--,"4,042",--,"1,141","12,603"
30-Jun-2010,Belfast,ENT,Acute Services,"1,572",473,189,--,--,--,--,--,--,--,--,--,--,--,--,--,24,--,0,"2,258"
30-Jun-2010,Belfast,Ophthalmology,Acute Services,"2,677",964,997,--,--,--,--,--,--,--,--,--,--,--,--,--,"1,540",--,1,"6,179"
30-Jun-2010,Belfast,Oral Surgery,Acute Services,443,147,42,--,--,--,--,--,--,--,--,--,--,--,--,--,19,--,0,651
30-Jun-2010,Belfast,Restorative Dentistry,Acute Services,619,210,54,--,--,--,--,--,--,--,--,--,--,--,--,--,27,--,0,910
30-Jun-2010,Belfast,Paediatric Dentistry,Acute Services,82,42,28,--,--,--,--,--,--,--,--,--,--,--,--,--,107,--,25,284
30-Jun-2010,Belfast,Orthodontics,Acute Services,74,13,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,87
30-Jun-2010,Belfast,Neurosurgery,Acute Services,203,106,123,--,--,--,--,--,--,--,--,--,--,--,--,--,123,--,5,560
30-Jun-2010,Belfast,Plastic Surgery,Acute Services,72,32,9,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,113
30-Jun-2010,Belfast,Cardiac Surgery,Acute Services,84,6,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,90
30-Jun-2010,Belfast,Paediatric Surgery,Acute Services,294,52,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,346
30-Jun-2010,Belfast,Thoracic Surgery,Acute Services,48,2,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,50
30-Jun-2010,Belfast,Accident & Emergency,Acute Services,1,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,1
30-Jun-2010,Belfast,Pain Management,Acute Services,327,115,119,--,--,--,--,--,--,--,--,--,--,--,--,--,124,--,4,689
30-Jun-2010,Belfast,General Medicine,Acute Services,687,213,100,--,--,--,--,--,--,--,--,--,--,--,--,--,185,--,24,"1,209"
30-Jun-2010,Belfast,Gastroenterology,Acute Services,652,191,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,843
30-Jun-2010,Belfast,Endocrinology,Acute Services,289,71,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,360
30-Jun-2010,Belfast,Haematology (Clinical),Acute Services,111,7,0,--,--,--,--,--,--,--,--,--,--,--,--,--,1,--,0,119
30-Jun-2010,Belfast,Clinical Genetics,Acute Services,310,108,132,--,--,--,--,--,--,--,--,--,--,--,--,--,350,--,7,907
30-Jun-2010,Belfast,Rehabilitation,Acute Services,11,1,1,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,13
30-Jun-2010,Belfast,Palliative Medicine,Acute Services,4,0,1,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,5
30-Jun-2010,Belfast,Cardiology,Acute Services,902,238,41,--,--,--,--,--,--,--,--,--,--,--,--,--,74,--,0,"1,255"
30-Jun-2010,Belfast,Dermatology,Acute Services,"1,418",480,423,--,--,--,--,--,--,--,--,--,--,--,--,--,453,--,0,"2,774"
30-Jun-2010,Belfast,Thoracic Medicine,Acute Services,383,132,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,515
30-Jun-2010,Belfast,Nephrology,Acute Services,150,46,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,196
30-Jun-2010,Belfast,Medical Oncology,Acute Services,36,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,36
30-Jun-2010,Belfast,Neurology,Acute Services,833,346,68,--,--,--,--,--,--,--,--,--,--,--,--,--,6,--,0,"1,253"
30-Jun-2010,Belfast,Rheumatology,Acute Services,509,232,120,--,--,--,--,--,--,--,--,--,--,--,--,--,91,--,17,969
30-Jun-2010,Belfast,Paediatrics,Acute Services,820,267,79,--,--,--,--,--,--,--,--,--,--,--,--,--,127,--,47,"1,340"
30-Jun-2010,Belfast,Paediatric Neurology,Acute Services,30,18,34,--,--,--,--,--,--,--,--,--,--,--,--,--,31,--,0,113
30-Jun-2010,Belfast,Geriatric Medicine,Elderly Care,352,36,5,--,--,--,--,--,--,--,--,--,--,--,--,--,4,--,0,397
30-Jun-2010,Belfast,Dental Medicine Specialties,Acute Services,331,164,167,--,--,--,--,--,--,--,--,--,--,--,--,--,175,--,0,837
30-Jun-2010,Belfast,Gynaecology,Acute Services,"1,540",508,511,--,--,--,--,--,--,--,--,--,--,--,--,--,715,--,8,"3,282"
30-Jun-2010,Belfast,Learning Disability,Learning Disability,34,8,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,42
30-Jun-2010,Belfast,Old Age Psychiatry,Elderly Care,128,30,2,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,160
30-Jun-2010,Belfast,Clinical Oncology,Acute Services,111,2,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,1,114
30-Jun-2010,Belfast,Haematology,Acute Services,2,1,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,3
30-Jun-2010,Northern,General Surgery,Acute Services,"1,861",607,361,--,--,--,--,--,--,--,--,--,--,--,--,--,69,--,0,"2,898"
30-Jun-2010,Northern,Urology,Acute Services,261,69,100,--,--,--,--,--,--,--,--,--,--,--,--,--,71,--,0,501
30-Jun-2010,Northern,ENT,Acute Services,915,395,338,--,--,--,--,--,--,--,--,--,--,--,--,--,32,--,1,"1,681"
30-Jun-2010,Northern,Oral Surgery,Acute Services,121,52,57,--,--,--,--,--,--,--,--,--,--,--,--,--,7,--,0,237
30-Jun-2010,Northern,Orthodontics,Acute Services,39,4,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,43
30-Jun-2010,Northern,Pain Management,Acute Services,212,67,137,--,--,--,--,--,--,--,--,--,--,--,--,--,107,--,0,523
30-Jun-2010,Northern,General Medicine,Acute Services,638,195,169,--,--,--,--,--,--,--,--,--,--,--,--,--,78,--,0,"1,080"
30-Jun-2010,Northern,Gastroenterology,Acute Services,391,42,6,--,--,--,--,--,--,--,--,--,--,--,--,--,1,--,0,440
30-Jun-2010,Northern,Endocrinology,Acute Services,57,25,18,--,--,--,--,--,--,--,--,--,--,--,--,--,5,--,0,105
30-Jun-2010,Northern,Haematology (Clinical),Acute Services,46,1,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,47
30-Jun-2010,Northern,Cardiology,Acute Services,485,185,188,--,--,--,--,--,--,--,--,--,--,--,--,--,151,--,0,"1,009"
30-Jun-2010,Northern,Dermatology,Acute Services,"1,032",383,412,--,--,--,--,--,--,--,--,--,--,--,--,--,297,--,0,"2,124"
30-Jun-2010,Northern,Nephrology,Acute Services,69,16,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,85
30-Jun-2010,Northern,Neurology,Acute Services,213,76,85,--,--,--,--,--,--,--,--,--,--,--,--,--,48,--,0,422
30-Jun-2010,Northern,Rheumatology,Acute Services,386,179,117,--,--,--,--,--,--,--,--,--,--,--,--,--,19,--,0,701
30-Jun-2010,Northern,Paediatrics,Acute Services,368,82,49,--,--,--,--,--,--,--,--,--,--,--,--,--,20,--,0,519
30-Jun-2010,Northern,Geriatric Medicine,Elderly Care,43,2,2,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,47
30-Jun-2010,Northern,Gynaecology,Acute Services,"1,145",494,469,--,--,--,--,--,--,--,--,--,--,--,--,--,110,--,1,"2,219"
30-Jun-2010,Northern,Chemical Pathology,Acute Services,40,7,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,47
30-Jun-2010,Northern,Haematology,Acute Services,2,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,2
30-Jun-2010,Northern,Joint Consultant Clinics,Acute Services,3,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,3
30-Jun-2010,South Eastern,General Surgery,Acute Services,"1,434",421,170,--,--,--,--,--,--,--,--,--,--,--,--,--,4,--,0,"2,029"
30-Jun-2010,South Eastern,Urology,Acute Services,351,103,102,--,--,--,--,--,--,--,--,--,--,--,--,--,72,--,0,628
30-Jun-2010,South Eastern,T & O Surgery,Acute Services,224,6,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,230
30-Jun-2010,South Eastern,ENT,Acute Services,"1,425",502,288,--,--,--,--,--,--,--,--,--,--,--,--,--,15,--,0,"2,230"
30-Jun-2010,South Eastern,Ophthalmology,Acute Services,796,231,285,--,--,--,--,--,--,--,--,--,--,--,--,--,233,--,0,"1,545"
30-Jun-2010,South Eastern,Oral Surgery,Acute Services,272,86,42,--,--,--,--,--,--,--,--,--,--,--,--,--,9,--,0,409
30-Jun-2010,South Eastern,Plastic Surgery,Acute Services,735,252,271,--,--,--,--,--,--,--,--,--,--,--,--,--,312,--,1,"1,571"
30-Jun-2010,South Eastern,Paediatric Surgery,Acute Services,63,2,1,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,66
30-Jun-2010,South Eastern,Pain Management,Acute Services,209,67,60,--,--,--,--,--,--,--,--,--,--,--,--,--,2,--,0,338
30-Jun-2010,South Eastern,General Medicine,Acute Services,"1,101",303,270,--,--,--,--,--,--,--,--,--,--,--,--,--,158,--,0,"1,832"
30-Jun-2010,South Eastern,Gastroenterology,Acute Services,68,19,16,--,--,--,--,--,--,--,--,--,--,--,--,--,13,--,0,116
30-Jun-2010,South Eastern,Endocrinology,Acute Services,22,8,1,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,31
30-Jun-2010,South Eastern,Haematology (Clinical),Acute Services,75,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,75
30-Jun-2010,South Eastern,Palliative Medicine,Acute Services,4,3,2,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,9
30-Jun-2010,South Eastern,Cardiology,Acute Services,385,76,10,--,--,--,--,--,--,--,--,--,--,--,--,--,2,--,0,473
30-Jun-2010,South Eastern,Dermatology,Acute Services,"1,415",505,625,--,--,--,--,--,--,--,--,--,--,--,--,--,704,--,0,"3,249"
30-Jun-2010,South Eastern,Thoracic Medicine,Acute Services,211,88,80,--,--,--,--,--,--,--,--,--,--,--,--,--,71,--,0,450
30-Jun-2010,South Eastern,Nephrology,Acute Services,19,0,2,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,21
30-Jun-2010,South Eastern,Neurology,Acute Services,145,76,80,--,--,--,--,--,--,--,--,--,--,--,--,--,40,--,0,341
30-Jun-2010,South Eastern,Rheumatology,Acute Services,137,60,52,--,--,--,--,--,--,--,--,--,--,--,--,--,50,--,0,299
30-Jun-2010,South Eastern,Paediatrics,Acute Services,365,118,42,--,--,--,--,--,--,--,--,--,--,--,--,--,10,--,0,535
30-Jun-2010,South Eastern,Geriatric Medicine,Elderly Care,178,16,6,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,200
30-Jun-2010,South Eastern,Gynaecology,Acute Services,"1,233",345,158,--,--,--,--,--,--,--,--,--,--,--,--,--,63,--,0,"1,799"
30-Jun-2010,South Eastern,Old Age Psychiatry,Elderly Care,157,30,4,--,--,--,--,--,--,--,--,--,--,--,--,--,6,--,0,197
30-Jun-2010,Southern,General Surgery,Acute Services,"1,849",604,322,--,--,--,--,--,--,--,--,--,--,--,--,--,54,--,0,"2,829"
30-Jun-2010,Southern,Urology,Acute Services,245,51,50,--,--,--,--,--,--,--,--,--,--,--,--,--,64,--,0,410
30-Jun-2010,Southern,T & O Surgery,Acute Services,228,136,126,--,--,--,--,--,--,--,--,--,--,--,--,--,144,--,0,634
30-Jun-2010,Southern,ENT,Acute Services,"1,364",514,4,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,"1,882"
30-Jun-2010,Southern,Ophthalmology,Acute Services,748,344,386,--,--,--,--,--,--,--,--,--,--,--,--,--,360,--,1,"1,839"
30-Jun-2010,Southern,Oral Surgery,Acute Services,198,81,42,--,--,--,--,--,--,--,--,--,--,--,--,--,80,--,0,401
30-Jun-2010,Southern,Paediatric Dentistry,Acute Services,10,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,10
30-Jun-2010,Southern,Orthodontics,Acute Services,57,20,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,77
30-Jun-2010,Southern,Pain Management,Acute Services,126,32,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,158
30-Jun-2010,Southern,General Medicine,Acute Services,387,149,99,--,--,--,--,--,--,--,--,--,--,--,--,--,6,--,0,641
30-Jun-2010,Southern,Gastroenterology,Acute Services,23,16,4,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,43
30-Jun-2010,Southern,Endocrinology,Acute Services,85,19,4,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,108
30-Jun-2010,Southern,Haematology (Clinical),Acute Services,52,4,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,56
30-Jun-2010,Southern,Palliative Medicine,Acute Services,5,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,5
30-Jun-2010,Southern,Cardiology,Acute Services,434,178,95,--,--,--,--,--,--,--,--,--,--,--,--,--,15,--,0,722
30-Jun-2010,Southern,Dermatology,Acute Services,918,215,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,"1,133"
30-Jun-2010,Southern,Thoracic Medicine,Acute Services,137,63,46,--,--,--,--,--,--,--,--,--,--,--,--,--,1,--,0,247
30-Jun-2010,Southern,Genito-Urinary Medicine,Acute Services,99,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,99
30-Jun-2010,Southern,Nephrology,Acute Services,14,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,14
30-Jun-2010,Southern,Neurology,Acute Services,194,90,23,--,--,--,--,--,--,--,--,--,--,--,--,--,1,--,0,308
30-Jun-2010,Southern,Rheumatology,Acute Services,264,137,155,--,--,--,--,--,--,--,--,--,--,--,--,--,29,--,0,585
30-Jun-2010,Southern,Paediatrics,Acute Services,516,199,64,--,--,--,--,--,--,--,--,--,--,--,--,--,8,--,0,787
30-Jun-2010,Southern,Geriatric Medicine,Elderly Care,72,2,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,74
30-Jun-2010,Southern,Gynaecology,Acute Services,"1,114",431,7,--,--,--,--,--,--,--,--,--,--,--,--,--,2,--,0,"1,554"
30-Jun-2010,Southern,Learning Disability,Learning Disability,17,1,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,18
30-Jun-2010,Southern,Chemical Pathology,Acute Services,17,2,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,19
30-Jun-2010,Western,General Surgery,Acute Services,"1,459",440,446,--,--,--,--,--,--,--,--,--,--,--,--,--,311,--,0,"2,656"
30-Jun-2010,Western,Urology,Acute Services,278,66,45,--,--,--,--,--,--,--,--,--,--,--,--,--,52,--,0,441
30-Jun-2010,Western,T & O Surgery,Acute Services,"1,141",382,234,--,--,--,--,--,--,--,--,--,--,--,--,--,213,--,0,"1,970"
30-Jun-2010,Western,ENT,Acute Services,964,373,252,--,--,--,--,--,--,--,--,--,--,--,--,--,198,--,0,"1,787"
30-Jun-2010,Western,Ophthalmology,Acute Services,"1,165",436,389,--,--,--,--,--,--,--,--,--,--,--,--,--,453,--,0,"2,443"
30-Jun-2010,Western,Oral Surgery,Acute Services,547,173,214,--,--,--,--,--,--,--,--,--,--,--,--,--,126,--,0,"1,060"
30-Jun-2010,Western,Orthodontics,Acute Services,51,11,6,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,68
30-Jun-2010,Western,Pain Management,Acute Services,104,26,15,--,--,--,--,--,--,--,--,--,--,--,--,--,5,--,0,150
30-Jun-2010,Western,General Medicine,Acute Services,740,187,143,--,--,--,--,--,--,--,--,--,--,--,--,--,196,--,0,"1,266"
30-Jun-2010,Western,Haematology (Clinical),Acute Services,41,8,13,--,--,--,--,--,--,--,--,--,--,--,--,--,5,--,0,67
30-Jun-2010,Western,Palliative Medicine,Acute Services,13,1,1,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,15
30-Jun-2010,Western,Cardiology,Acute Services,231,59,22,--,--,--,--,--,--,--,--,--,--,--,--,--,14,--,0,326
30-Jun-2010,Western,Dermatology,Acute Services,762,134,52,--,--,--,--,--,--,--,--,--,--,--,--,--,1,--,0,949
30-Jun-2010,Western,Genito-Urinary Medicine,Acute Services,50,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,50
30-Jun-2010,Western,Nephrology,Acute Services,43,10,0,--,--,--,--,--,--,--,--,--,--,--,--,--,1,--,0,54
30-Jun-2010,Western,Neurology,Acute Services,312,100,158,--,--,--,--,--,--,--,--,--,--,--,--,--,153,--,0,723
30-Jun-2010,Western,Rheumatology,Acute Services,217,53,37,--,--,--,--,--,--,--,--,--,--,--,--,--,19,--,0,326
30-Jun-2010,Western,Paediatrics,Acute Services,328,94,76,--,--,--,--,--,--,--,--,--,--,--,--,--,124,--,11,633
30-Jun-2010,Western,Geriatric Medicine,Elderly Care,69,5,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,74
30-Jun-2010,Western,Gynaecology,Acute Services,788,291,165,--,--,--,--,--,--,--,--,--,--,--,--,--,93,--,0,"1,337"
30-Jun-2010,Western,Learning Disability,Learning Disability,10,3,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,13
30-Jun-2010,Western,Chemical Pathology,Acute Services,20,6,2,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,28
30-Sep-2010,Belfast,General Surgery,Acute Services,"2,161",550,195,--,--,--,--,--,--,--,--,--,--,--,--,--,28,--,0,"2,934"
30-Sep-2010,Belfast,Urology,Acute Services,705,247,195,--,--,--,--,--,--,--,--,--,--,--,--,--,160,--,0,"1,307"
30-Sep-2010,Belfast,T & O Surgery,Acute Services,"4,677","2,018","1,523",--,--,--,--,--,--,--,--,--,--,--,--,--,"4,136",--,"3,116","15,470"
30-Sep-2010,Belfast,ENT,Acute Services,"1,487",534,138,--,--,--,--,--,--,--,--,--,--,--,--,--,33,--,0,"2,192"
30-Sep-2010,Belfast,Ophthalmology,Acute Services,"2,466",907,982,--,--,--,--,--,--,--,--,--,--,--,--,--,"2,028",--,231,"6,614"
30-Sep-2010,Belfast,Oral Surgery,Acute Services,312,95,81,--,--,--,--,--,--,--,--,--,--,--,--,--,65,--,0,553
30-Sep-2010,Belfast,Restorative Dentistry,Acute Services,528,220,246,--,--,--,--,--,--,--,--,--,--,--,--,--,145,--,1,"1,140"
30-Sep-2010,Belfast,Paediatric Dentistry,Acute Services,70,40,33,--,--,--,--,--,--,--,--,--,--,--,--,--,66,--,28,237
30-Sep-2010,Belfast,Orthodontics,Acute Services,53,36,6,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,95
30-Sep-2010,Belfast,Neurosurgery,Acute Services,221,73,99,--,--,--,--,--,--,--,--,--,--,--,--,--,174,--,32,599
30-Sep-2010,Belfast,Plastic Surgery,Acute Services,89,22,13,--,--,--,--,--,--,--,--,--,--,--,--,--,9,--,0,133
30-Sep-2010,Belfast,Cardiac Surgery,Acute Services,65,2,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,67
30-Sep-2010,Belfast,Paediatric Surgery,Acute Services,217,80,13,--,--,--,--,--,--,--,--,--,--,--,--,--,6,--,0,316
30-Sep-2010,Belfast,Thoracic Surgery,Acute Services,35,12,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,47
30-Sep-2010,Belfast,Pain Management,Acute Services,242,97,84,--,--,--,--,--,--,--,--,--,--,--,--,--,110,--,2,535
30-Sep-2010,Belfast,General Medicine,Acute Services,783,211,157,--,--,--,--,--,--,--,--,--,--,--,--,--,248,--,109,"1,508"
30-Sep-2010,Belfast,Gastroenterology,Acute Services,572,212,122,--,--,--,--,--,--,--,--,--,--,--,--,--,80,--,0,986
30-Sep-2010,Belfast,Endocrinology,Acute Services,250,51,1,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,302
30-Sep-2010,Belfast,Haematology (Clinical),Acute Services,104,10,5,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,119
30-Sep-2010,Belfast,Clinical Genetics,Acute Services,206,129,122,--,--,--,--,--,--,--,--,--,--,--,--,--,404,--,93,954
30-Sep-2010,Belfast,Rehabilitation,Acute Services,12,1,1,--,--,--,--,--,--,--,--,--,--,--,--,--,1,--,0,15
30-Sep-2010,Belfast,Palliative Medicine,Acute Services,8,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,3,--,0,11
30-Sep-2010,Belfast,Cardiology,Acute Services,861,238,141,--,--,--,--,--,--,--,--,--,--,--,--,--,131,--,32,"1,403"
30-Sep-2010,Belfast,Dermatology,Acute Services,"1,408",507,450,--,--,--,--,--,--,--,--,--,--,--,--,--,995,--,105,"3,465"
30-Sep-2010,Belfast,Thoracic Medicine,Acute Services,350,100,8,--,--,--,--,--,--,--,--,--,--,--,--,--,12,--,0,470
30-Sep-2010,Belfast,Nephrology,Acute Services,156,38,14,--,--,--,--,--,--,--,--,--,--,--,--,--,3,--,0,211
30-Sep-2010,Belfast,Medical Oncology,Acute Services,22,2,0,--,--,--,--,--,--,--,--,--,--,--,--,--,1,--,6,31
30-Sep-2010,Belfast,Neurology,Acute Services,856,304,244,--,--,--,--,--,--,--,--,--,--,--,--,--,156,--,1,"1,561"
30-Sep-2010,Belfast,Rheumatology,Acute Services,504,237,242,--,--,--,--,--,--,--,--,--,--,--,--,--,245,--,55,"1,283"
30-Sep-2010,Belfast,Paediatrics,Acute Services,713,283,271,--,--,--,--,--,--,--,--,--,--,--,--,--,358,--,202,"1,827"
30-Sep-2010,Belfast,Paediatric Neurology,Acute Services,36,10,40,--,--,--,--,--,--,--,--,--,--,--,--,--,38,--,6,130
30-Sep-2010,Belfast,Geriatric Medicine,Elderly Care,196,23,7,--,--,--,--,--,--,--,--,--,--,--,--,--,3,--,0,229
30-Sep-2010,Belfast,Dental Medicine Specialties,Acute Services,293,159,150,--,--,--,--,--,--,--,--,--,--,--,--,--,461,--,27,"1,090"
30-Sep-2010,Belfast,Obstetrics,Maternity & Child Health,4,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,1,--,0,5
30-Sep-2010,Belfast,Gynaecology,Acute Services,"1,471",525,492,--,--,--,--,--,--,--,--,--,--,--,--,--,888,--,1,"3,377"
30-Sep-2010,Belfast,Learning Disability,Learning Disability,34,8,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,42
30-Sep-2010,Belfast,Old Age Psychiatry,Elderly Care,132,27,10,--,--,--,--,--,--,--,--,--,--,--,--,--,6,--,0,175
30-Sep-2010,Belfast,Clinical Oncology,Acute Services,186,5,0,--,--,--,--,--,--,--,--,--,--,--,--,--,1,--,6,198
30-Sep-2010,Belfast,Haematology,Acute Services,1,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,1
30-Sep-2010,Northern,General Surgery,Acute Services,"1,741",591,566,--,--,--,--,--,--,--,--,--,--,--,--,--,910,--,0,"3,808"
30-Sep-2010,Northern,Urology,Acute Services,267,70,79,--,--,--,--,--,--,--,--,--,--,--,--,--,232,--,25,673
30-Sep-2010,Northern,ENT,Acute Services,837,353,301,--,--,--,--,--,--,--,--,--,--,--,--,--,561,--,0,"2,052"
30-Sep-2010,Northern,Oral Surgery,Acute Services,101,48,43,--,--,--,--,--,--,--,--,--,--,--,--,--,159,--,0,351
30-Sep-2010,Northern,Orthodontics,Acute Services,31,6,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,37
